participant,frame_file,frame_name,outcome_prediction
1251,q_3_main_0_30fps_frame0089.png,q_3_main_0_30fps_frame0089,Poorly.
1251,q_5_main_0_30fps_frame0014.png,q_5_main_0_30fps_frame0014,Poorly.
1251,q_5_main_0_30fps_frame0029.png,q_5_main_0_30fps_frame0029,Poorly.
1251,q_5_main_0_30fps_frame0044.png,q_5_main_0_30fps_frame0044,Poorly.
1251,q_5_main_0_30fps_frame0059.png,q_5_main_0_30fps_frame0059,Poorly.
1251,q_5_main_0_30fps_frame0074.png,q_5_main_0_30fps_frame0074,Poorly.
1251,q_5_main_0_30fps_frame0089.png,q_5_main_0_30fps_frame0089,Poorly.
1251,q_6_main_1_30fps_frame0014.png,q_6_main_1_30fps_frame0014,Poorly.
1251,q_6_main_1_30fps_frame0029.png,q_6_main_1_30fps_frame0029,poorly
1251,q_6_main_1_30fps_frame0044.png,q_6_main_1_30fps_frame0044,Poorly.
1251,q_6_main_1_30fps_frame0059.png,q_6_main_1_30fps_frame0059,Poorly.
1251,q_6_main_1_30fps_frame0074.png,q_6_main_1_30fps_frame0074,Poorly.
1251,q_6_main_1_30fps_frame0089.png,q_6_main_1_30fps_frame0089,Poorly.
1251,q_7_main_1_30fps_frame0015.png,q_7_main_1_30fps_frame0015,Poorly.
1251,q_7_main_1_30fps_frame0030.png,q_7_main_1_30fps_frame0030,Poorly.
1251,q_7_main_1_30fps_frame0045.png,q_7_main_1_30fps_frame0045,Poorly.
1251,q_7_main_1_30fps_frame0060.png,q_7_main_1_30fps_frame0060,Poorly.
1251,q_7_main_1_30fps_frame0075.png,q_7_main_1_30fps_frame0075,Poorly.
1251,q_7_main_1_30fps_frame0090.png,q_7_main_1_30fps_frame0090,Poorly.
1251,q_8_main_0_30fps_frame0014.png,q_8_main_0_30fps_frame0014,poorly
1251,q_8_main_0_30fps_frame0029.png,q_8_main_0_30fps_frame0029,Poorly.
1251,q_8_main_0_30fps_frame0044.png,q_8_main_0_30fps_frame0044,Poorly.
1251,q_8_main_0_30fps_frame0059.png,q_8_main_0_30fps_frame0059,Poorly.
1251,q_8_main_0_30fps_frame0074.png,q_8_main_0_30fps_frame0074,Poorly.
1251,q_8_main_0_30fps_frame0089.png,q_8_main_0_30fps_frame0089,Poorly.
1251,q_warmup_3_main_1_30fps_frame0015.png,q_warmup_3_main_1_30fps_frame0015,Poorly.
1251,q_warmup_3_main_1_30fps_frame0030.png,q_warmup_3_main_1_30fps_frame0030,Poorly.
1251,q_warmup_3_main_1_30fps_frame0045.png,q_warmup_3_main_1_30fps_frame0045,Poorly.
1251,q_warmup_3_main_1_30fps_frame0060.png,q_warmup_3_main_1_30fps_frame0060,Poorly.
1251,q_warmup_3_main_1_30fps_frame0075.png,q_warmup_3_main_1_30fps_frame0075,Poorly.
1251,q_warmup_3_main_1_30fps_frame0090.png,q_warmup_3_main_1_30fps_frame0090,Poorly.
1251,q_warmup_4_main_0_30fps_frame0015.png,q_warmup_4_main_0_30fps_frame0015,Poorly.
1251,q_warmup_4_main_0_30fps_frame0030.png,q_warmup_4_main_0_30fps_frame0030,Poorly.
1251,q_warmup_4_main_0_30fps_frame0045.png,q_warmup_4_main_0_30fps_frame0045,poorly
1251,q_warmup_4_main_0_30fps_frame0060.png,q_warmup_4_main_0_30fps_frame0060,poorly
1251,q_warmup_4_main_0_30fps_frame0075.png,q_warmup_4_main_0_30fps_frame0075,Poorly.
1251,q_warmup_4_main_0_30fps_frame0090.png,q_warmup_4_main_0_30fps_frame0090,poorly
1483,q_11_main_1_30fps_frame0013.png,q_11_main_1_30fps_frame0013,Poorly.
1483,q_11_main_1_30fps_frame0028.png,q_11_main_1_30fps_frame0028,Poorly.
1483,q_11_main_1_30fps_frame0043.png,q_11_main_1_30fps_frame0043,Poorly.
1483,q_11_main_1_30fps_frame0058.png,q_11_main_1_30fps_frame0058,Poorly.
1483,q_11_main_1_30fps_frame0073.png,q_11_main_1_30fps_frame0073,Poorly.
1483,q_11_main_1_30fps_frame0088.png,q_11_main_1_30fps_frame0088,Poorly.
1483,q_12_main_1_30fps_frame0014.png,q_12_main_1_30fps_frame0014,Poorly.
1483,q_12_main_1_30fps_frame0029.png,q_12_main_1_30fps_frame0029,poorly.
1483,q_12_main_1_30fps_frame0044.png,q_12_main_1_30fps_frame0044,poorly
1483,q_12_main_1_30fps_frame0059.png,q_12_main_1_30fps_frame0059,Poorly.
1483,q_12_main_1_30fps_frame0074.png,q_12_main_1_30fps_frame0074,Poorly.
1483,q_12_main_1_30fps_frame0089.png,q_12_main_1_30fps_frame0089,poorly
1483,q_14_main_0_30fps_frame0015.png,q_14_main_0_30fps_frame0015,Poorly.
1483,q_14_main_0_30fps_frame0030.png,q_14_main_0_30fps_frame0030,Poorly.
1483,q_14_main_0_30fps_frame0045.png,q_14_main_0_30fps_frame0045,Poorly.
1483,q_14_main_0_30fps_frame0060.png,q_14_main_0_30fps_frame0060,Poorly.
1483,q_14_main_0_30fps_frame0075.png,q_14_main_0_30fps_frame0075,Poorly.
1483,q_14_main_0_30fps_frame0090.png,q_14_main_0_30fps_frame0090,Poorly.
1483,q_16_main_1_30fps_frame0014.png,q_16_main_1_30fps_frame0014,Poorly.
1483,q_16_main_1_30fps_frame0029.png,q_16_main_1_30fps_frame0029,Poorly.
1483,q_16_main_1_30fps_frame0044.png,q_16_main_1_30fps_frame0044,poorly.
1483,q_16_main_1_30fps_frame0059.png,q_16_main_1_30fps_frame0059,Poorly.
1483,q_16_main_1_30fps_frame0074.png,q_16_main_1_30fps_frame0074,Poorly.
1483,q_16_main_1_30fps_frame0089.png,q_16_main_1_30fps_frame0089,Poorly.
1483,q_18_main_0_30fps_frame0014.png,q_18_main_0_30fps_frame0014,Poorly.
1483,q_18_main_0_30fps_frame0029.png,q_18_main_0_30fps_frame0029,Poorly.
1483,q_18_main_0_30fps_frame0044.png,q_18_main_0_30fps_frame0044,Poorly.
1483,q_18_main_0_30fps_frame0059.png,q_18_main_0_30fps_frame0059,poorly
1483,q_18_main_0_30fps_frame0074.png,q_18_main_0_30fps_frame0074,poorly
1483,q_18_main_0_30fps_frame0089.png,q_18_main_0_30fps_frame0089,Poorly.
1483,q_21_main_1_30fps_frame0014.png,q_21_main_1_30fps_frame0014,Poorly.
1483,q_21_main_1_30fps_frame0029.png,q_21_main_1_30fps_frame0029,Poorly.
1483,q_21_main_1_30fps_frame0044.png,q_21_main_1_30fps_frame0044,poorly.
1483,q_21_main_1_30fps_frame0059.png,q_21_main_1_30fps_frame0059,Poorly.
1483,q_21_main_1_30fps_frame0074.png,q_21_main_1_30fps_frame0074,poorly.
1483,q_21_main_1_30fps_frame0089.png,q_21_main_1_30fps_frame0089,Poorly.
1483,q_24_main_0_30fps_frame0014.png,q_24_main_0_30fps_frame0014,poorly.
1483,q_24_main_0_30fps_frame0029.png,q_24_main_0_30fps_frame0029,poorly
1483,q_24_main_0_30fps_frame0044.png,q_24_main_0_30fps_frame0044,poorly.
1483,q_24_main_0_30fps_frame0059.png,q_24_main_0_30fps_frame0059,poorly
1483,q_24_main_0_30fps_frame0074.png,q_24_main_0_30fps_frame0074,Poorly.
1483,q_24_main_0_30fps_frame0089.png,q_24_main_0_30fps_frame0089,poorly
1483,q_25_main_0_30fps_frame0015.png,q_25_main_0_30fps_frame0015,poorly
1483,q_25_main_0_30fps_frame0030.png,q_25_main_0_30fps_frame0030,Poorly.
1483,q_25_main_0_30fps_frame0045.png,q_25_main_0_30fps_frame0045,Poorly.
1483,q_25_main_0_30fps_frame0060.png,q_25_main_0_30fps_frame0060,Poorly.
1483,q_25_main_0_30fps_frame0075.png,q_25_main_0_30fps_frame0075,Poorly.
1483,q_25_main_0_30fps_frame0090.png,q_25_main_0_30fps_frame0090,Poorly.
1483,q_27_main_1_30fps_frame0015.png,q_27_main_1_30fps_frame0015,Poorly.
1483,q_27_main_1_30fps_frame0030.png,q_27_main_1_30fps_frame0030,poorly
1483,q_27_main_1_30fps_frame0045.png,q_27_main_1_30fps_frame0045,poorly
1483,q_27_main_1_30fps_frame0060.png,q_27_main_1_30fps_frame0060,Poorly.
1483,q_27_main_1_30fps_frame0075.png,q_27_main_1_30fps_frame0075,Poorly.
1483,q_27_main_1_30fps_frame0090.png,q_27_main_1_30fps_frame0090,poorly
1483,q_29_main_0_30fps_frame0014.png,q_29_main_0_30fps_frame0014,poorly
1483,q_29_main_0_30fps_frame0029.png,q_29_main_0_30fps_frame0029,Poorly.
1483,q_29_main_0_30fps_frame0044.png,q_29_main_0_30fps_frame0044,Poorly.
1483,q_29_main_0_30fps_frame0059.png,q_29_main_0_30fps_frame0059,poorly.
1483,q_29_main_0_30fps_frame0074.png,q_29_main_0_30fps_frame0074,Poorly.
1483,q_29_main_0_30fps_frame0089.png,q_29_main_0_30fps_frame0089,poorly
1483,q_3_main_0_30fps_frame0013.png,q_3_main_0_30fps_frame0013,Poorly.
1483,q_3_main_0_30fps_frame0028.png,q_3_main_0_30fps_frame0028,poorly
1483,q_3_main_0_30fps_frame0043.png,q_3_main_0_30fps_frame0043,poorly.
1483,q_3_main_0_30fps_frame0058.png,q_3_main_0_30fps_frame0058,poorly
1483,q_3_main_0_30fps_frame0073.png,q_3_main_0_30fps_frame0073,poorly
1483,q_3_main_0_30fps_frame0088.png,q_3_main_0_30fps_frame0088,Poorly.
1483,q_5_main_0_30fps_frame0013.png,q_5_main_0_30fps_frame0013,poorly
1483,q_5_main_0_30fps_frame0028.png,q_5_main_0_30fps_frame0028,poorly.
1483,q_5_main_0_30fps_frame0043.png,q_5_main_0_30fps_frame0043,poorly
1483,q_5_main_0_30fps_frame0058.png,q_5_main_0_30fps_frame0058,Poorly.
1483,q_5_main_0_30fps_frame0073.png,q_5_main_0_30fps_frame0073,poorly.
1483,q_5_main_0_30fps_frame0088.png,q_5_main_0_30fps_frame0088,Poorly.
1483,q_7_main_1_30fps_frame0014.png,q_7_main_1_30fps_frame0014,Poorly.
1483,q_7_main_1_30fps_frame0029.png,q_7_main_1_30fps_frame0029,Poorly.
1483,q_7_main_1_30fps_frame0044.png,q_7_main_1_30fps_frame0044,Poorly.
1483,q_7_main_1_30fps_frame0059.png,q_7_main_1_30fps_frame0059,Poorly.
1483,q_7_main_1_30fps_frame0074.png,q_7_main_1_30fps_frame0074,poorly
1483,q_7_main_1_30fps_frame0089.png,q_7_main_1_30fps_frame0089,poorly
1483,q_8_main_0_30fps_frame0015.png,q_8_main_0_30fps_frame0015,poorly
1483,q_8_main_0_30fps_frame0030.png,q_8_main_0_30fps_frame0030,Poorly.
1483,q_8_main_0_30fps_frame0045.png,q_8_main_0_30fps_frame0045,poorly
1483,q_8_main_0_30fps_frame0060.png,q_8_main_0_30fps_frame0060,Poorly.
1483,q_8_main_0_30fps_frame0075.png,q_8_main_0_30fps_frame0075,Poorly.
1483,q_8_main_0_30fps_frame0090.png,q_8_main_0_30fps_frame0090,Poorly.
1483,q_9_main_0_30fps_frame0014.png,q_9_main_0_30fps_frame0014,poorly
1483,q_9_main_0_30fps_frame0029.png,q_9_main_0_30fps_frame0029,poorly
1483,q_9_main_0_30fps_frame0044.png,q_9_main_0_30fps_frame0044,poorly
1483,q_9_main_0_30fps_frame0059.png,q_9_main_0_30fps_frame0059,Poorly.
1483,q_9_main_0_30fps_frame0074.png,q_9_main_0_30fps_frame0074,poorly
1483,q_9_main_0_30fps_frame0089.png,q_9_main_0_30fps_frame0089,Poorly.
1483,q_warmup_3_main_1_30fps_frame0014.png,q_warmup_3_main_1_30fps_frame0014,poorly.
1483,q_warmup_3_main_1_30fps_frame0029.png,q_warmup_3_main_1_30fps_frame0029,Poorly.
1483,q_warmup_3_main_1_30fps_frame0044.png,q_warmup_3_main_1_30fps_frame0044,poorly.
1483,q_warmup_3_main_1_30fps_frame0059.png,q_warmup_3_main_1_30fps_frame0059,Poorly.
1483,q_warmup_3_main_1_30fps_frame0074.png,q_warmup_3_main_1_30fps_frame0074,Poorly.
1483,q_warmup_3_main_1_30fps_frame0089.png,q_warmup_3_main_1_30fps_frame0089,poorly
1676,q_10_main_0_30fps_frame0015.png,q_10_main_0_30fps_frame0015,Poorly.
1676,q_10_main_0_30fps_frame0030.png,q_10_main_0_30fps_frame0030,poorly.
1676,q_10_main_0_30fps_frame0045.png,q_10_main_0_30fps_frame0045,Poorly.
1676,q_10_main_0_30fps_frame0060.png,q_10_main_0_30fps_frame0060,Poorly.
1676,q_10_main_0_30fps_frame0075.png,q_10_main_0_30fps_frame0075,Poorly.
1676,q_10_main_0_30fps_frame0090.png,q_10_main_0_30fps_frame0090,Poorly.
1676,q_11_main_1_30fps_frame0014.png,q_11_main_1_30fps_frame0014,"Poorly. The woman's expression and posture suggest that she is experiencing discomfort or pain, which may indicate that the situation is not going well for her."
1676,q_11_main_1_30fps_frame0029.png,q_11_main_1_30fps_frame0029,Poorly.
